InputCommand,CommandIndex
exit keyloggers,15
exit keyloggers,15
power off operations,8
launch webcam,12
initiate software,4
shut utilities,5
screen shot,11
start process,7
initiate camcorder,12
screen capture,11
stop programs,5
transfer file,9
stop keylogger,15
get files,9
obtain records,9
shut down job,8
run operation,7
terminate keyloggers,15
recoup,2
conclude keylogger,15
finish operation,8
kill off operation,8
conclude tool,5
terminate app,5
uninstalling data,10
screen shot,11
erase registers,10
close down operation,8
clear record,10
activate app,4
turn off,1
commence keylogger,14
invalid command,0
complete keyloggers,15
close down jobs,8
run camera,12
shut down,1
begin app,4
invalid command,0
cripple,1
access documents,9
open camcorders,12
list software,3
end video camera,13
discard file,10
power off,1
run application,4
activate webcams,12
terminate keylogger,15
reinstate,2
kill web cameras,13
activate programs,4
finish apps,5
shut jobs,8
begin keyloggers,14
store record,9
activate program,4
disable program,5
conclude keylogger,15
execute keylogger,14
open jobs,7
execute apps,4
start software,4
uninstall documents,10
rebooting,2
reinitialize,2
invalid command,0
regain,2
stop operation,8
begin services,7
screen grab,11
wipe log,10
list services,6
disable,1
wipe records,10
show software,3
trigger tool,4
activate jobs,7
initiate keylogger,14
record operation,6
commence jobs,7
trigger utility,4
conclude software,5
show tools,3
begin software,4
retrieve document,9
power off utilities,5
remove documents,10
terminate cameras,13
begin task,7
retrieve information,9
launch tool,4
download record,9
execute utility,4
end tool,5
trash information,10
begin camera,12
display task,6
record operations,6
complete processes,8
invalid command,0
launch program,4
close webcams,13
invalid command,0
invalid command,0
reestablish,2
conclude keylogger,15
halt,1
exit keylogger,15
acquire file,9
shut down operation,8
delete registers,10
detail apps,3
halt,1
launch software,4
open processes,7
show tasks,6
close tool,5
invalid command,0
break,1
screenshot,11
start operations,7
complete software,5
finish keylogger,15
finish video camera,13
close camera,13
invalid command,0
reinstate,2
exit keylogger,15
trigger keyloggers,14
uninstall registers,10
run keylogger,14
obtain information,9
reinitialize,2
enumerate utilities,3
begin tools,4
conclude operation,8
trigger keylogger,14
turn off,1
kill processes,8
initiate keylogger,14
launch keyloggers,14
snapshot,11
execute cameras,12
shut jobs,8
invalid command,0
screen shot,11
exit camcorders,13
invalid command,0
begin utilities,4
finish webcam,13
execute keyloggers,14
commence cameras,12
execute digital cameras,12
screen shot,11
screen capture,11
regain,2
kill off webcam,13
enumerate services,6
conclude video cameras,13
exit tasks,8
begin keylogger,14
activate program,4
snapshot,11
stop process,8
break,1
start keylogger,14
close operations,8
open jobs,7
activate operation,7
transfer register,9
delete files,10
close operations,8
conclude job,8
cease task,8
trigger operations,7
invalid command,0
kill programs,5
uninstalling files,10
cease apps,5
shut down services,8
end service,8
invalid command,0
finish keylogger,15
power off job,8
power off,1
kill service,8
reboot,2
index apps,3
begin operations,7
initiate application,4
commence app,4
screen shot,11
shut utility,5
invalid command,0
exit webcam,13
catalog services,6
invalid command,0
shut web camera,13
conclude apps,5
invalid command,0
terminate keylogger,15
screenshot,11
get register,9
exit job,8
trigger processes,7
invalid command,0
commence keyloggers,14
cease tools,5
halt,1
begin services,7
list task,6
acquire information,9
initiate operations,7
get document,9
commence apps,4
acquire document,9
power off,1
invalid command,0
close jobs,8
terminate process,8
start over,2
resurrect,2
disable,1
reinvigorate,2
complete software,5
power off,1
execute keyloggers,14
discard documents,10
get file,9
capture,11
invalid command,0
activate keyloggers,14
specify task,6
display services,6
list tasks,6
access register,9
power off,1
screen capture,11
screenshot,11
remove data,10
launch video camera,12
open camcorder,12
execute operation,7
shut keyloggers,15
screen shot,11
retrieve files,9
open utility,4
screenshot,11
recharge,2
cripple,1
terminate keylogger,15
open keylogger,14
halt,1
open job,7
invalid command,0
shut task,8
activate software,4
clear logs,10
catalog apps,3
close task,8
run keyloggers,14
kill camcorder,13
invalid command,0
get information,9
trigger keyloggers,14
end app,5
repossess,2
catalog tasks,6
end services,8
show job,6
open digital cameras,12
complete program,5
uninstall files,10
trash record,10
halt software,5
initiate jobs,7
stop keylogger,15
index applications,3
run service,7
conclude keyloggers,15
retrieve,2
transfer records,9
start tool,4
screenshot,11
run tasks,7
store files,9
conclude apps,5
shutdown,1
acquire data,9
invalid command,0
start webcam,12
initiate video camera,12
cripple,1
invalid command,0
shut keylogger,15
trigger keyloggers,14
break,1
clear log,10
complete keyloggers,15
resurrect,2
end cameras,13
clear files,10
open webcams,12
acquire data,9
wipe document,10
end keyloggers,15
end tool,5
uninstall file,10
launch camera,12
launch services,7
launch keyloggers,14
finish keylogger,15
end jobs,8
close keylogger,15
complete webcams,13
invalid command,0
execute keylogger,14
open digital camera,12
invalid command,0
kill off video cameras,13
revive,2
recharge,2
launch application,4
screen capture,11
screen capture,11
break application,5
end keylogger,15
log apps,3
specify software,3
specify service,6
shut keyloggers,15
catalog apps,3
display software,3
invalid command,0
kill off keyloggers,15
power off,1
close jobs,8
activate digital camera,12
restart,2
stop keylogger,15
list services,6
obtain records,9
invalid command,0
detail software,3
screen shot,11
launch keyloggers,14
kill keyloggers,15
resurrect,2
download documents,9
uninstall register,10
initiate webcam,12
kill keyloggers,15
enumerate applications,3
launch program,4
fetch log,9
screen capture,11
trigger services,7
execute tasks,7
stop keyloggers,15
run keylogger,14
index programs,3
activate keyloggers,14
register process,6
close keylogger,15
capture,11
terminate software,5
uninstalling data,10
stop camcorders,13
kill services,8
trigger web camera,12
activate app,4
trash registers,10
turn off,1
cripple,1
close tasks,8
list tasks,6
disable,1
revive,2
trigger apps,4
copy records,9
detail processes,6
screen grab,11
screenshot,11
launch video camera,12
store files,9
reinstate,2
disable,1
shut keyloggers,15
turn off,1
commence camera,12
trigger keyloggers,14
clear data,10
close cameras,13
clear records,10
catalog applications,3
restore,2
open utility,4
screen shot,11
power off,1
invalid command,0
snapshot,11
halt,1
enumerate process,6
close tools,5
terminate app,5
download information,9
close apps,5
cripple,1
delete logs,10
close keyloggers,15
start app,4
recover,2
cease web camera,13
reawaken,2
access record,9
screen shot,11
commence programs,4
open video camera,12
close tasks,8
run utilities,4
disable,1
shut down,1
acquire file,9
open tasks,7
finish keylogger,15
begin keyloggers,14
shut down,1
display software,3
close down job,8
exit webcam,13
cease web cameras,13
kill utility,5
invalid command,0
revive,2
transfer register,9
specify apps,3
invalid command,0
close down task,8
shut processes,8
finish digital camera,13
turn off,1
display applications,3
kill service,8
repossess,2
kill off digital camera,13
enumerate applications,3
capture,11
turn off,1
retrieve registers,9
activate keyloggers,14
run operations,7
conclude web camera,13
detail applications,3
fetch logs,9
commence program,4
refresh,2
power off application,5
kill off job,8
capture,11
kill process,8
trigger tasks,7
screenshot,11
reestablish,2
register process,6
close processes,8
get registers,9
commence task,7
start over,2
conclude operations,8
activate process,7
terminate video camera,13
fetch file,9
break tools,5
show software,3
renew,2
initiate jobs,7
save data,9
snapshot,11
close program,5
finish utilities,5
retrieve records,9
record service,6
register processes,6
save records,9
conclude job,8
launch apps,4
launch web camera,12
invalid command,0
launch keyloggers,14
list utilities,3
capture,11
end apps,5
restarting,2
erase register,10
cease video camera,13
initiate program,4
start keylogger,14
acquire registers,9
screen grab,11
commence software,4
enumerate jobs,6
close down program,5
catalog operations,6
start video cameras,12
capture,11
acquire logs,9
screen grab,11
screenshot,11
shut keylogger,15
recoup,2
complete programs,5
screen shot,11
screen capture,11
erase document,10
disable,1
snapshot,11
obtain logs,9
close keylogger,15
start web camera,12
invalid command,0
purge log,10
acquire document,9
index apps,3
initiate keyloggers,14
log jobs,6
cease cameras,13
kill off operation,8
kill web cameras,13
run software,4
transfer files,9
execute keyloggers,14
terminate operations,8
catalog applications,3
screen capture,11
enumerate operations,6
run keylogger,14
begin processes,7
show process,6
reawaken,2
power off,1
enumerate operation,6
invalid command,0
terminate video camera,13
